Clave de incidencia,Nombre del proyecto,Tipo de proyecto,Resumen,Descripción,Tipo de Incidencia,Principal,Parent summary,Story Points,Creada,Paso a Done
1149137,Capa de Integración V2,software,AWS - API Saldos - Implementar Consulta Saldos certificados,"Yo como usuario de los canales bancamovil y banca virutal

Quiero se pueda realizar la migración de la consulta de saldos creditos a traves del api de balances

Para poder tener un menor tiempo de respuesta en las peticiones iniciales al no requerir el precalentamiento de lambdas

Documentació:[https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/1383207010/balanceManagement|https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/1383207010/balanceManagement|smart-link] 



Evidencias

||*Escenario*||*Respuesta*||*Logs*||
|HTTP_200|!image-20250224-112535.png|width=584,height=528,alt=""image-20250224-112535.png""!|!image-20250224-114216.png|width=1304,height=318,alt=""image-20250224-114216.png""!|
|HTTP_400|!image-20250225-105200.png|width=471,height=201,alt=""image-20250225-105200.png""!|!image-20250225-105315.png|width=1335,height=235,alt=""image-20250225-105315.png""!|
|HTTP_404|No se logra generar directo al api| |
|HTTP_408|!image-20250225-110306.png|width=530,height=313,alt=""image-20250225-110306.png""!|!image-20250225-110214.png|width=1314,height=289,alt=""image-20250225-110214.png""!|
|HTTP_409|!image-20250225-112324.png|width=558,height=327,alt=""image-20250225-112324.png""!|!image-20250225-112456.png|width=1312,height=658,alt=""image-20250225-112456.png""!|
|HTTP_500|!image-20250225-111116.png|width=547,height=342,alt=""image-20250225-111116.png""!|!image-20250225-111154.png|width=1300,height=387,alt=""image-20250225-111154.png""!|

Curl Prueba: [https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/4914905486/API+BalanceManagemet+V2|https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/4914905486/API+BalanceManagemet+V2|smart-link] ",Historia,1104982,Sostenibilidad - Contingencia,5,12/02/2025 06:46,03/03/2025 13:11
1149136,Capa de Integración V2,software,"Dado que se consuma el api de saldos, Cuando se consulte el saldo creditos. Entonces se debe obtener respuesta del backend principal HTTP_500",,Criterio de aceptación,1108928,AWS - API Saldos - Implementar Consulta Saldos de CrÃ©ditos,,12/02/2025 06:44,05/03/2025 15:11
1149135,Capa de Integración V2,software,"Dado que se consuma el api de saldos, Cuando se consulte el saldo creditos y presente demoras el backend. Entonces se debe obtener respuesta  HTTP_408",,Criterio de aceptación,1108928,AWS - API Saldos - Implementar Consulta Saldos de CrÃ©ditos,,12/02/2025 06:44,05/03/2025 15:11
1149133,Capa de Integración V2,software,"Dado que se consuma el api de saldos , Cuando se consulte el saldo creditos. Entonces se debe obtener respuesta HTTP_400",,Criterio de aceptación,1108928,AWS - API Saldos - Implementar Consulta Saldos de CrÃ©ditos,,12/02/2025 06:43,05/03/2025 15:11
1149132,Capa de Integración V2,software,"Dado que se consuma el api de saldos , Cuando se consulte el saldo creditos. Entonces se debe obtener respuesta HTTP_409",,Criterio de aceptación,1108928,AWS - API Saldos - Implementar Consulta Saldos de CrÃ©ditos,,12/02/2025 06:43,05/03/2025 15:12
1149131,Capa de Integración V2,software,"Dado que se consuma el api de saldos, Cuando se consulte el saldo creditos. Entonces se debe obtener respuesta del backend principal HTTP_200",,Criterio de aceptación,1108928,AWS - API Saldos - Implementar Consulta Saldos de CrÃ©ditos,,12/02/2025 06:43,05/03/2025 15:12
1148834,Capa de Integración V2,software,AWS - Lambda notification-mngr - Optimizar escritura logs ,"Yo como Equipo de Arquitectura

Quiero se realice la optimización de escritrua de logs garantizando:

* No se repiten trazas
** Escribir en logs petición request API(info)
** Escribir en logs petición request Backend ( url, header, params, body) (info)
** Escribir en logs respuesta Backend (codigo, estado, mensaje)(info)
** Escribir en logs respuesta API (código, estado, mensaje) ( debug )
** Escribir los de error especificos, no stack completo

Para poder de esta forma realizar reducción de costos relacionados a escritura de información en cloudwatch



Documentación API: [https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/1189380575/API+notificationsManagement|https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/1189380575/API+notificationsManagement|smart-link] 

Recursos

* {{/V1/Utilities/notification/sendEmail}} -POST
* {{/V1/Utilities/notification/sendMessageWhatsApp}}
* {{/V2/Utilities/notification/sendMessageWhatsApp}}
* {{/V1/Utilities/notification/sendMessage}} - POST

{color:#ff5630}*_Nota: Garantizar que la respuesta de la API esta siendo reportada a Elastic_*{color}",Historia,1148804,Sostenibilidad - ReduccionCostos Servicios APIS TVS - AWS,5,11/02/2025 16:34,05/03/2025 12:44
1148823,Capa de Integración V2,software,AWS - Lambda event-data-transaction - Optimizar escritura logs,"Yo como Equipo de Arquitectura

Quiero se realice la optimización de escritrua de logs garantizando:

* No se repiten trazas
** Escribir en logs petición request API(info)
** Escribir en logs petición request Backend ( url, header, params, body) (info)
** Escribir en logs respuesta Backend (codigo, estado, mensaje)(info)
** Escribir en logs respuesta API (código, estado, mensaje) ( debug )
** Escribir los de error especificos, no stack completo

Para poder de esta forma realizar reducción de costos relacionados a escritura de información en cloudwatch



Documentación API: [https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/2231763189/Transactional+Event+Data+Management|https://bancodebogotaconfluence.atlassian.net/wiki/spaces/LABDIGITAL/pages/2231763189/Transactional+Event+Data+Management|smart-link]  

Repo: [https://github.com/bancodebogota/bbog-dig-dt-event-transaction-broker-function|https://github.com/bancodebogota/bbog-dig-dt-event-transaction-broker-function|smart-link] 

IAC: [https://github.com/bancodebogota/bbog-dig-dt-aws-tvs-base-iac|https://github.com/bancodebogota/bbog-dig-dt-aws-tvs-base-iac|smart-link] 

LOGS: [https://us-east-1.console.aws.amazon.com/cloudwatch/home?region=us-east-1#logsV2:log-groups/log-group/$252Faws$252Flambda$252Ftransactional_event_data|https://us-east-1.console.aws.amazon.com/cloudwatch/home?region=us-east-1#logsV2:log-groups/log-group/$252Faws$252Flambda$252Ftransactional_event_data]

Recursos

* {{/V1/Utilities/data/transaction/event/publish-POST}}



Criterios

* {color:#ff5630}*_Dejar Traza de entrada en Info_*{color}
* {color:#ff5630}*_Dejar mensaje de finalización de forma exitosa con SNS_*{color}
* {color:#ff5630}*_Dejar excepción especifica_*{color}",Historia,1148804,Sostenibilidad - ReduccionCostos Servicios APIS TVS - AWS,5,11/02/2025 16:31,05/03/2025 12:54
1148816,Capa de Integración V2,software,AWS - lambda report_subscriber_elasticsearch - Optimizar escritura logs,"Yo como Equipo de Arquitectura

Quiero se realice la optimización de escritrua de logs garantizando:

* No se repiten trazas
** Escribir en logs petición request API(info)
** Escribir en logs petición request Backend ( url, header, params, body) (info)
** Escribir en logs respuesta Backend (codigo, estado, mensaje)(info)
** Escribir en logs respuesta API (código, estado, mensaje) ( debug )
** Escribir los de error especificos, no stack completo

Para poder de esta forma realizar reducción de costos relacionados a escritura de información en cloudwatch



Url lambda AWS: [https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/report_subscriber_elasticsearch?tab=code|https://us-east-1.console.aws.amazon.com/lambda/home?region=us-east-1#/functions/report_subscriber_elasticsearch?tab=code]",Historia,1148804,Sostenibilidad - ReduccionCostos Servicios APIS TVS - AWS,3,11/02/2025 16:29,05/03/2025 12:48
1148620,Capa de Integración V2,software,"Dado que se consuma el API transactionalEventDataManagement. Cuando se consuma el recurso ""/V1/Utilities/data/transaction/event/publish-POST"". Con data Valida pero falle el backend. Entonces genera HTTP 500 y el respectivo detalle de la respuesta",,Criterio de aceptación,1111137,AWS - Migracion Node 14 a Node 20 API transactionalEventDataManagement (qwo8qmzfne),,11/02/2025 14:55,18/02/2025 13:22
1144464,Capa de Integración V2,software,Evidencias el uso del handler correcto para el objeto MPG en Datapower Externo,"*Dado:* Que se exponga el MPG en Datapower Externo

*Cuando:* Se valide el uso correcto de su respectivo handler para ATH-ICBS

*Entonces:* Este debe devolver la información de la consulta de estado de una transacción en ICBS.",Criterio de aceptación,1125888,Datapower - Virtualización DP Externo/Interno del Servicio REST Transfers_Timeout (Sincronización de estados de transferencias por time-out),,06/02/2025 15:49,18/02/2025 04:11
1144123,Capa de Integración V2,software,DADO QUE se recibe una peticion tipo SOA CUANDO quieren consumir a SISCOI desde la neuva version de PBIT ENTONCES DP Externo e Interno hacen el paso del mensaje tal cual a SISCOI,,Criterio de aceptación,1144112,Datapower - Consulta de Ordener de Pago y operaciones SISCOI HNF,,06/02/2025 14:55,07/02/2025 16:44
1144112,Capa de Integración V2,software,Datapower - Consulta de Ordener de Pago y operaciones SISCOI HNF,"yo

como

quiero

para



Ajuste TÃ©cnico:

Eliminar la exposición de la fachada rest de lo desarrollado en la HU  [https://bancodebogota.atlassian.net/browse/MANG-8989|https://bancodebogota.atlassian.net/browse/MANG-8989|smart-link] ",Historia No Funcional ( Habilitadora),781094,Crecimiento 13897 Nuevo portal de Divisas PBIT - Comunicación SISCOI,3,06/02/2025 14:52,13/02/2025 22:07
1142864,Tribu API Canales y transaccional producto,software,"Dado que necesito casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a mas de una cta cte y/o  Cta Ah sin T.C. Cuando se realicen las pruebas, entonces se debe garantizar que funcione de forma correcta antes de iniciar la certif.",,Criterio de aceptación,1136581,"171 - Consulta de Productos Batch AGV, LIV y BEP",,05/02/2025 18:41,17/02/2025 21:18
1142863,Tribu API Canales y transaccional producto,software,"Dado que necesito  casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a mas de una cta cte y/o  Cta Ah y 1 T.C. Cuando se realicen las pruebas, entonces se debe garantizar que funcione de forma correcta antes de iniciar la certif.",,Criterio de aceptación,1136581,"171 - Consulta de Productos Batch AGV, LIV y BEP",,05/02/2025 18:41,17/02/2025 21:18
1142862,Tribu API Canales y transaccional producto,software,"Dado que necesito casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a una cta cte o  Cta Ah y sin T.C. Cuando se realicen las pruebas, entonces se debe garantizar que funcione de forma correcta antes de iniciar la certificación",,Criterio de aceptación,1136581,"171 - Consulta de Productos Batch AGV, LIV y BEP",,05/02/2025 18:40,17/02/2025 21:18
1142861,Tribu API Canales y transaccional producto,software,Dado que: necesito casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a una cta cte o Cta Ah y 1 T.C. Cuando se realicen las pruebas entonces se debe garantizar que funcione de forma correcta antes de iniciar la certificación,,Criterio de aceptación,1136581,"171 - Consulta de Productos Batch AGV, LIV y BEP",,05/02/2025 18:40,17/02/2025 21:17
1142860,Tribu API Canales y transaccional producto,software,Dado que se establecieron casos de pruebas en la consulta para un cliente que tiene una T.D. asociada a una cta cte o  Cta Ah y 1 T.C. Cuando se realicen las pruebas entonces se debe garantizar que funcione de forma correcta antes de iniciar la certif,,Criterio de aceptación,1136581,"171 - Consulta de Productos Batch AGV, LIV y BEP",,05/02/2025 18:40,17/02/2025 21:17
1142858,Tribu API Canales y transaccional producto,software,Proceso batch de transacciones de recaudos,"Dado que una transacción de recaudo es recibida en el proceso batch
    Cuando el archivo de movimientos extract es generado
    Entonces se deben generar registros independientes de abono para el convenio principal y el subconvenio",Criterio de aceptación,1142855,Procesamiento de pagos para convenios y subconvenios,,05/02/2025 18:38,27/02/2025 14:29
1142857,Tribu API Canales y transaccional producto,software,Configuración de convenios y subconvenios,"Dado que un convenio o subconvenio estÃ¡ configurado
    Cuando se realiza una transacción de recaudo
    Entonces se deben aplicar las mismas consideraciones que fue realizada en la certificación de PSP
    Y se debe verificar si el abono es en lÃ­nea o en batch
    Y se debe verificar si el abono es detallado o consolidado por canal
    Y se debe verificar si el convenio es del Banco de BogotÃ¡ o Aval
    Y se debe verificar que la cuenta relacionada exista y tenga un estado vÃ¡lido para realizar la operación",Criterio de aceptación,1142855,Procesamiento de pagos para convenios y subconvenios,,05/02/2025 18:38,27/02/2025 14:29
1142856,Tribu API Canales y transaccional producto,software,Recepción y procesamiento de transacciones de recaudos para convenios y subconvenios,"Dado que una transacción de recaudo es recibida desde AVC
Cuando las Ãºltimas dos posiciones del campo 104  en la mensajerÃ­a base24 contienen el código del subconvenio
Entonces la transacción debe ser procesada para el subconvenio correspondiente",Criterio de aceptación,1142855,Procesamiento de pagos para convenios y subconvenios,,05/02/2025 18:37,27/02/2025 14:29
1142854,Tribu API Canales y transaccional producto,software,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que en caso de tener error, que exista un archivo aparte para validar mejor estos mensajes ",,Criterio de aceptación,1140055,171 PB - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de Carga,,05/02/2025 18:31,17/02/2025 16:54
1142853,Tribu API Canales y transaccional producto,software,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se obtengan estadÃ­sticos, con información relevante como TPS, cantidad de transacciones y porcentaje de error",,Criterio de aceptación,1140055,171 PB - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de Carga,,05/02/2025 18:31,17/02/2025 16:54
1142851,Tribu API Canales y transaccional producto,software,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 20 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1140055,171 PB - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de Carga,,05/02/2025 18:31,17/02/2025 16:54
1142850,Tribu API Canales y transaccional producto,software,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 5 y/o 10 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1140055,171 PB - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de Carga,,05/02/2025 18:31,17/02/2025 16:54
1142849,Tribu API Canales y transaccional producto,software,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que en caso de tener error, que exista un archivo aparte para validar mejor estos mensajes ",,Criterio de aceptación,1139940,171 SMP - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de carga,,05/02/2025 18:30,17/02/2025 16:54
1142848,Tribu API Canales y transaccional producto,software,"Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se obtengan estadÃ­sticos, con información relevante como TPS, cantidad de transacciones y porcentaje de error",,Criterio de aceptación,1139940,171 SMP - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de carga,,05/02/2025 18:30,17/02/2025 16:54
1142847,Tribu API Canales y transaccional producto,software,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 20 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1139940,171 SMP - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de carga,,05/02/2025 18:30,17/02/2025 16:54
1142846,Tribu API Canales y transaccional producto,software,Dado que Necesito garantizar la consistencia de la transaccion Cuando: Se tiene alta carga transaccional Entonces: Espero que se realicen pruebas con 5 y/o 10 hilos de procesamiento desde servicios del Bus,,Criterio de aceptación,1139940,171 SMP - Consulta de Productos - CarProductInquiry -> getCardProduct - Pruebas de carga,,05/02/2025 18:30,17/02/2025 16:54
1142845,Tribu API Canales y transaccional producto,software,Identificación de mejoras en la vista,Dado que se va a realizar separación del alistamiento de la información cuando son dÃ­as de fines de semana y festivos entonces se debe validar que la generación del archivo cuando es mÃ¡s de un dÃ­a de procesamiento se mejore,Criterio de aceptación,1137130,TX Canales externos - Certificación de Vistas y Generación de Transacciones en Archivo Extract V2,,05/02/2025 18:17,
1142812,Tribu API Canales y transaccional producto,software,Tratamiento contable de transacciones P2P y QR,"Dado que una transacción P2P o QR es recibida
    Cuando se genera la contabilidad
    Entonces ambas transacciones deben ser tratadas como QR a nivel contable
    Y los campos 1 o 2 se deben generar respectivamente segÃºn tipo de cuenta en la misma posición para P2P y QR",Criterio de aceptación,1142807,Generar descripción ampliada y procesos batch diferenciada segÃºn tipo de transacción QR y P2P,,05/02/2025 17:56,14/02/2025 04:11
1142811,Tribu API Canales y transaccional producto,software,Entrega de datos para Impacs y Savings,"Dado que una transacción P2P es recibida
Cuando el archivo de movimientos es generado
Entonces se debe enviar el signo de admiración ""!"" en el campo Canal
Y se debe enviar ""Q009"" para dÃ©bito y ""Q010"" para crÃ©dito en el campo Id_Tx

Dado que una transacción QR es recibida
Cuando el archivo de movimientos es generado
Entonces se debe seguir enviando el guion al piso ""_"" en el campo Canal
Y se debe seguir enviando los valores establecidos en el campo Id_Tx",Criterio de aceptación,1142807,Generar descripción ampliada y procesos batch diferenciada segÃºn tipo de transacción QR y P2P,,05/02/2025 17:55,14/02/2025 04:10
1142810,Tribu API Canales y transaccional producto,software,Información en el archivo Batch (extract) de transacciones QR y P2P,"Dado que una transacción QR Interoperable es recibida en el proceso Batch
    Cuando el archivo de movimientos es generado
    Entonces se debe recibir el signo de admiración ""!"" en la posición 375 del campo Canal para P2P
    Y se debe seguir recibiendo el guion al piso ""_"" para QR
    Y se debe recibir ""Q009"" para dÃ©bito y ""Q010"" para crÃ©dito en las posiciones 442 a 445 del campo Id_Tx para P2P
    Y no debe haber afectación en las posiciones 442 a 445 del campo Id_Tx para QR",Criterio de aceptación,1142807,Generar descripción ampliada y procesos batch diferenciada segÃºn tipo de transacción QR y P2P,,05/02/2025 17:55,10/02/2025 22:22
1142809,Tribu API Canales y transaccional producto,software,Modificación de la descripción ampliada para transacciones P2P y QR,"  Dado que una transacción es generada
    Cuando la transacción es una Transferencia QR
    Entonces la descripción debe ser cuando es enviada y recibida:

""Transferencia con QR enviada al comercio XXXX el DD/MM/AAAA.""

""Transferencia con QR comercio recibida desde YYYY el DD/MM/AAAA."" 

Dado que una transacción es recibida Cuando la transacción es una Transferencia P2P Entonces la descripción debe ser cuando es enviada y recibida:

""Transferencia con llave enviada a XXXX el DD/MM/AAAA.""  

""Transferencia con llave recibida desde YYYY el DD/MM/AAAA.""",Criterio de aceptación,1142807,Generar descripción ampliada y procesos batch diferenciada segÃºn tipo de transacción QR y P2P,,05/02/2025 17:54,14/02/2025 04:11
1142807,Tribu API Canales y transaccional producto,software,Generar descripción ampliada y procesos batch diferenciada segÃºn tipo de transacción QR y P2P,"Como Cliente del banco de BogotÃ¡
  Quiero diferenciar entre transacciones QR normales y nuevas transacciones P2P
  Para poder diferenciar en mi extracto",Historia No Funcional ( Habilitadora),1120291,Experiencia - Descripción ampliada para transacciones P2P- Proyecto Pagos Inmediatos (Breb),21,05/02/2025 17:52,20/02/2025 13:32
1142716,Tribu API Canales y transaccional producto,software,EnvÃ­o del campo Canal para transacciones P2P,"Dado que una transacción P2P es recibida
Cuando el campo Canal debe ser enviado
Entonces se debe enviar el signo de admiración ""!"" en lugar del guion al piso ""_""",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 17:26,20/02/2025 13:23
1142669,Tribu API Canales y transaccional producto,software,Reverso de transacción con código de procesamiento 401024   ,"Dado que una transacción de reverso con código de procesamiento 401024  es recibida
    Cuando se genera una transacción de P2P y QR y se tiene una expresión regular obligatoria 
    Entonces la transacción no debe tener una expresión fija y debe permitir el reverso de la transacción y no debe ser declinada",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 17:10,20/02/2025 13:23
1142664,Tribu API Canales y transaccional producto,software,EnvÃ­o del archivo de movimientos para transacciones QR,"Dado que una transacción QR es recibida
Cuando el archivo de movimientos es generado
Entonces se debe seguir enviando el guion al piso ""_"" en la posición 375 del campo Canal
Y no debe haber afectación en las posiciones 442 a 445 del campo Id_Tx",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 17:09,20/02/2025 13:23
1142655,Tribu API Canales y transaccional producto,software,EnvÃ­o del archivo de movimientos para transacciones P2P,"Dado que una transacción P2P es recibida
    Cuando el archivo de movimientos es generado
    Entonces se debe enviar el signo de admiración ""!"" en la posición 375 del campo Canal
    Y se debe enviar ""Q009"" para dÃ©bito y ""Q010"" para crÃ©dito en las posiciones 442 a 445 del campo Id_Tx",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 17:09,20/02/2025 13:23
1142652,Tribu API Canales y transaccional producto,software,EnvÃ­o del campo Canal para transacciones QR,"Dado que una transacción QR es recibida
    Cuando el campo Canal debe ser enviado
    Entonces se debe seguir enviando el guion al piso ""_""",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 17:09,20/02/2025 13:23
1142503,Tribu API Canales y transaccional producto,software,EnvÃ­o de transacciones QR al autorizador del banco,"Dado que una transacción QR es recibida
    Cuando el campo P60 de la mensajerÃ­a base24 contiene el valor ""0842""
    Entonces no debe haber afectación En los valores que hoy en dÃ­a se envÃ­an",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 16:22,20/02/2025 13:23
1142492,Tribu API Canales y transaccional producto,software,EnvÃ­o de transacciones P2P al autorizador del banco,"Dado que una transacción P2P es recibida
    Cuando el campo P60 de la mensajerÃ­a base24 contiene el valor ""0841""
    Entonces se debe enviar en el campo Id_Tx (separador E0E2) el valor ""Q009"" para dÃ©bito y ""Q010"" para crÃ©dito",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 16:21,20/02/2025 13:23
1142488,Tribu API Canales y transaccional producto,software,Recepción de transacciones QR y P2P,"Dado que una transacción QR Interoperable es recibida
    Cuando el campo P60 de la mensajerÃ­a base24 contiene el valor ""0842""
    Entonces la transacción debe ser identificada como una Transferencia QR

Dado que una transacción P2P es recibida     Cuando el campo P60 de la mensajerÃ­a base24 contiene el valor ""0841""     Entonces la transacción debe ser identificada como una Transferencia P2P",Criterio de aceptación,1142346,Diferenciación de transacciones QR y P2P,,05/02/2025 16:21,20/02/2025 13:23
1142470,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal empresarial en convenio consolidado y detallado y comparar con tramas previas,,Criterio de aceptación,1137834,Optimización vistas transversales - PSP canales internos,,05/02/2025 16:14,13/02/2025 02:22
1142469,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se envÃ­e un reverso y que baje al Extract como normalmente deberÃ­a bajar,,Criterio de aceptación,1137834,Optimización vistas transversales - PSP canales internos,,05/02/2025 16:14,13/02/2025 02:22
1142468,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal BM/BV en convenio consolidado y detallado y comparar con tramas previas,,Criterio de aceptación,1137834,Optimización vistas transversales - PSP canales internos,,05/02/2025 16:13,13/02/2025 02:22
1142346,Tribu API Canales y transaccional producto,software,Diferenciación de transacciones QR y P2P,"Como usuario final del banco
  Quiero diferenciar entre transacciones QR normales y nuevas transacciones P2P
  Para que el banco pueda identificar y procesar correctamente las diferentes transacciones",Historia No Funcional ( Habilitadora),1120291,Experiencia - Descripción ampliada para transacciones P2P- Proyecto Pagos Inmediatos (Breb),21,05/02/2025 15:59,20/02/2025 13:23
1142306,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se envÃ­en 2 reversos y que baje al Extract como normalmente deberÃ­a bajar,,Criterio de aceptación,1137845,Optimización vistas transversales - Transferencias y Pagos obligaciones Aval,,05/02/2025 15:51,13/02/2025 02:24
1142305,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal empresarial de Transferencia Aval,,Criterio de aceptación,1137845,Optimización vistas transversales - Transferencias y Pagos obligaciones Aval,,05/02/2025 15:51,13/02/2025 02:23
1142304,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal empresarial de Pago de obligación en distinto tipo de obligación,,Criterio de aceptación,1137845,Optimización vistas transversales - Transferencias y Pagos obligaciones Aval,,05/02/2025 15:51,13/02/2025 02:23
1142303,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal BM/BV de Transferencia Aval,,Criterio de aceptación,1137845,Optimización vistas transversales - Transferencias y Pagos obligaciones Aval,,05/02/2025 15:50,13/02/2025 02:23
1142302,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal BM/BV de Pago de obligación en distinto tipo de obligación,,Criterio de aceptación,1137845,Optimización vistas transversales - Transferencias y Pagos obligaciones Aval,,05/02/2025 15:50,13/02/2025 02:23
1142294,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se valide que bajen los pagos al archivo de Pila,,Criterio de aceptación,1137836,Optimización vistas transversales - Pagos Pila canales internos,,05/02/2025 15:50,13/02/2025 02:23
1142293,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal empresarial en convenio consolidado y detallado y comparar con tramas previas,,Criterio de aceptación,1137836,Optimización vistas transversales - Pagos Pila canales internos,,05/02/2025 15:50,13/02/2025 02:23
1142292,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se envÃ­e un reverso y que baje al Extract como normalmente deberÃ­a bajar,,Criterio de aceptación,1137836,Optimización vistas transversales - Pagos Pila canales internos,,05/02/2025 15:49,13/02/2025 02:23
1142289,Tribu API Canales y transaccional producto,software,Dado que: Se optimizaron vistas de normalización Cuando: Es transversal a todos los canales Entonces: Espero que se validen al menos 2 transacciones exitosas en canal BM/BV en convenio consolidado y detallado y comparar con tramas previas,,Criterio de aceptación,1137836,Optimización vistas transversales - Pagos Pila canales internos,,05/02/2025 15:49,13/02/2025 02:22
1142071,Tribu API Canales y transaccional producto,software,Validar que las transacciones modificadas en el filtro ya no sean procesadas en el switch anterior Autra,"Dado que el total de transacciones ya no debe procesarse por el switch anterior Autra
  Cuando se procesa una transacción
  Entonces la transacción no debe ser procesada por el switch anterior Autra",Criterio de aceptación,1141642,Modificación de filtro salida a producción - Corresponsales,,05/02/2025 14:47,19/02/2025 23:33
1142061,Tribu API Canales y transaccional producto,software,Bajada de transacciones en procesos batch,"Dado que las transacciones deben ser bajadas en los procesos batch
  Cuando se realiza un proceso batch
  Entonces las transacciones deben ser incluidas en el proceso batch
",Criterio de aceptación,1141642,Modificación de filtro salida a producción - Corresponsales,,05/02/2025 14:43,19/02/2025 23:33
1142058,Tribu API Canales y transaccional producto,software,Enrutamiento de transacciones de Corresponsales,"Dado que las transacciones de Corresponsales deben enrutarse al nuevo switch capa de integración
  Cuando se procesa una transacción de Corresponsales
  Entonces la transacción debe ser enrutada al nuevo switch capa de integración

{{la transacción debe ser enviada al autorizador a travÃ©s de la capa de integración}}",Criterio de aceptación,1141642,Modificación de filtro salida a producción - Corresponsales,,05/02/2025 14:42,19/02/2025 23:33
1141843,Capa de Integración V2,software,No afectación,,Criterio de aceptación,1123653,AWS - Error validacion de tipo de documento,,05/02/2025 11:45,19/02/2025 19:54
